"name"	"type"	"edition"	"rarity"	"value"	"suit"	"cost"	"upkeep"	"control"	"influence"	"bullet"	"stud"	"start"	"outfit"	"text"
"Censure"	"miracles"	8	"R"	3	"H"	0	0	0	0		"no"			"Reaction Miracle 5: Perform this Miracle immediately before a Huckster pulls to perform a hex. If this Miracle is successful, the pull is reduced by your Blessed's Value."
"Holy Roller"	"miracles"	8	"R"	7	"H"	0	0	0	0		"no"			"Noon Miracle 6: If this Miracle is successful, this Blessed gains a +1 Bullet and +1 Influence until after nightfall.Shootout Miracle 8: If this Miracle is successful, this Blessed cannot be aced in this Shootout unless your hand is beaten by at least 3 ranks."
"Lay On Hands"	"miracles"	8	"R"	4	"H"	0	0	0	0		"no"			"Reaction Miracle 8: Boot this blessed when a dude is aced. If this Miracle is successful, the dude is not aced, but is moved home booted. If the Miracle is not successful, this Blessed cannot straighten next turn, and loses one Influence permanently (minimum zero)."
"Confession"	"miracles"	9	"C"	8	"H"	0	0	0	0		"no"			"Noon Miracle X: Target one non-Abomination dude in play. The difficulty of this Miracle is the dude's value. If this Miracle is successful, the dude becomes wanted. This Miracle cannot target a Whateley."
"Sanctify"	"miracles"	9	"C"	2	"H"	0	0	0	0		"no"			"Noon Miracle 3: If this MIracle is successful, all Terrors in this location are sent home booted.Noon Miracle 10: If this Miracle is successful, Terrors may not move to this location for the rest of the game."
"Inspiration"	"miracles"	9	"R"	"J"	"H"	0	0	0	0		"no"			"Reaction Miracle X: Perform this Miracle immediately after one of your dudes aces a Terror with a value greater than 5. The difficulty of this Miracle is the current fear level times two. If this Miracle is successful, you gain a Victory Point. Discard this Miracle."
"Babble On"	"miracles"	9	"C"	"Q"	"H"	0	0	0	0		"no"			"Noon Miracle X: Boot this blessed and target one dude in play. The difficulty of this Miracle is three times the target's Influence. If this Miracle is successful, the target has his or her Influence reduced to zero until after Nightfall."
"Smite"	"miracles"	9	"R"	3	"H"	0	0	0	0		"no"			"Shootout Miracle X: The difficulty of this Miracle is an opposing dude's Value plus Bullets. If this Miracle is successful, the target is booted then sent home. If the Miracle is successful by more than 6 points, the target is aced as well. If you pull and ace or joker, the blessed loses the Blessed trait, permanently."
"Snake Handlin'"	"miracles"	9	"R"	9	"H"	0	0	0	0		"no"			"Shootout Miracle 5: If this Miracle is successful, a Snake (dude) is created as a member of this posse with a 0 Draw bullet rating. The Snake is removed from play at the end of this shootout.Shootout Miracle 9: As above, but the Snake has a 1 Stud Bullet rating."
"Exorcism"	"miracles"	9	"R"	6	"H"	0	0	0	0		"no"			"Noon Miracle X: The difficulty of this Miracle is the value of a Terror in the same or an adjacent location. If this Miracle is successful, the Terror is aced. If this Miracle is successful by more than 5 points, the Terror is aced, sent to Boot Hill automatically, and can never return to play."
"Path Of The Righteous"	"miracles"	"Ash"	"R"	"2H"		0					"no"			"Noon Miracle 8: Target a Dude in this or an adjacent location. If this Miracle succeeds, the Blessed calls that Dude out, who may not refuse. The shootout occurs at the target's location. All Terrors in the shootout have a Bullet rating of 0 and are Draws."
"Roll The Dice..."	"miracles"	"Ash"	"C"	"KH"		0					"no"			"Noon Miracle X: Perform this Miracle immediately before an Event resolves. X is the value of the Event. If this Miracle succeeds, the Event is aced without effect."
"The Lord Provides"	"miracles"	"Ash"	"U"	"4H"		0					"no"			"Noon Miracle 8: If this Miracle succeeds, target one of your Dudes at this location. Ace this Miracle to attach one Goods from your Play hand to the Dude, ignoring all costs and requirements to enter play. Discard the Goods after Nightfall."
"Prophecy"	"miracles"	"Ash"	"U"	"3H"		0					"no"			"Noon Miracle 6: Target a player's deck. If this Hex succeeds, look at the top four cards of that deck, then return them in the same order."
"Brush with Death"	"miracles"	"E4E"	"C"	"JH"		0					"no"			"Noon Miracle 9: Target a Dude in Boot Hill. If this Miracle succeeds, move that Dude to his or her owner's discard pile."
"Draw!"	"miracles"	"E4E"	"U"	"KH"		0					"no"			"Shootout Miracle 4: If this Miracle succeeds, you may draw one additional card to make your Draw hand for this round of the shootout. Shootout Miracle 8: If this Miracle succeeds, you may draw two additional cards to make your Draw hand for this round of the shootout."
"Mysterious Ways"	"miracles"	"E4E"	"R"	"6H"		0					"no"			"Noon Miracle 6: Target one of your Wanted Dudes. If this Miracle succeeds, the Dude becomes un-Wanted."
"Devil's Plaything"	"miracles"	"MoH"	"U"	9	"H"	0	0	0	0		"no"			"Noon Miracle 6: If this Miracle succeeds, ace a Gadget in this location."
"Benediction"	"miracles"	"MoH"	"C"	8	"H"	0	0	0	0		"no"			"Shootout Miracle 5: If this Miracle succeeds, all Dudes in this posse gain a +1 Bullet bonus until the end of the shootout."
"Clear Out!"	"miracles"	"MoH"	"R"	3	"H"	0	0	0	0		"no"			"Noon Miracle X: You can choose any Difficulty for this Miracle. If this Miracle succeeds, all Dudes at this location (including this Blessed) with a value less than the Difficulty go home booted. Dudes with a value less than the Difficulty cannot move to this location until after Nightfall."
"Burnt Offerin'"	"miracles"	"MoH"	"C"	"A"	"H"	0	0	0	0		"no"			"Noon Miracle Job 6: Boot this Blessed and form a posse to burn down a Deed. If the job succeeds and this Blessed is still in the posse, perform the Miracle pull. If the Miracle succeeds, the Deed and this Miracle are aced and you gain Victory Points equal to the Control-Point value of the Deed, plus 1."
"Cloak"	"miracles"	"MoH"	"R"	6	"H"	0	0	0	0		"no"			"Noon Miracle 8: If this Miracle succeeds, this Blessed cannot be targeted by other players' actions until after Nightfall."
"Interpret Vision"	"miracles"	"MoH"	"C"	10	"H"	0	0	0	0		"no"			"Noon Miracle 6: If this Miracle succeeds, this Blessed gains a +1 Influence bonus until after Nightfall."
"Battle Hymn"	"miracles"	"MoH"	"C"	7	"H"	0	0	0	0		"no"			"Noon Miracle X: This Miracle's Difficulty is equal to three times the number of Blessed at this location. If this Miracle succeeds, all of the Blessed at this location become Studs until after Nightfall."
"Armor Of Righteousness"	"miracles"	"MoH"	"R"	3	"H"	0	0	0	0		"no"			"Shootout Miracle 6: If this Miracle succeeds, target one of your Dudes in this shootout. That Dude cannot be aced in this shootout unless you lose by at least two ranks."
"Water to Wine"	"miracles"	"MoH"	"C"	2	"H"	0	0	0	0		"no"			"Noon Miracle 7: If this Miracle succeeds, all Dudes at this location are booted. If this location is a Saloon or Brothel, its Production is raised by 2 for the next Upkeep Phase."
"Dervish"	"miracles"	"MoH"	"C"	5	"H"	0	0	0	0		"no"			"Shootout Miracle 5: If this Miracle succeeds, this Blessed gains a +1 Bullet bonus until the end of the shootout if he or she does not have a ready Weapon.Shootout Miracle 8: If this Miracle succeeds, this Blessed gains a +3 Bullet bonus until the end of the shootout if he or she does not have a ready Weapon."
"Seventh Bowl"	"miracles"	"Rev"	"R1"	"AH"		0					"no"			"Unique Noon Miracle 16: Ace this Blessed. If this Miracle succeeds, target all Dudes in play. Each of the Dudes' controllers pulls for the Dude. If a Dude's pull equals or exceeds the Dude's value, ace the Dude."
"Second Bowl"	"miracles"	"Rev"	"C"	"9H"		0					"no"			"Noon Miracle 6: If this Miracle succeeds, target a Strike in play. Until the next High Noon, lower the Strike's Control Points and Production to 0."
"Guide"	"miracles"	"Rev"	"C"	"KH"		0					"no"			"Reaction Miracle 4: When one of your Dudes is aced in this Blessed's or an adjacent location, perform this Miracle. If this Miracle succeeds, remove any number of Goods attached to the Dude and attach them to this Blessed."
"Fifth Bowl"	"miracles"	"Rev"	"C"	"4H"		0					"no"			"Noon Miracle 7: If this Blessed is at a Deed, boot this Blessed. If this Miracle succeeds, no non-Blessed Dudes can move to the Deed until after Nightfall."
"Third Bowl"	"miracles"	"Rev"	"C"	"8H"		0					"no"			"Noon Miracle 9: If this Blessed is at a Deed and this Miracle succeeds, ace this card. Discard the Deed."
"Last Rites"	"miracles"	"Rev"	"C"	"JH"		0					"no"			"Miracle Reaction 5: Immediately before a Harrowed Dude is aced, perform this Miracle. If the Miracle succeeds, the Dude goes to Boot Hill without the Harrowed pull."
"First Bowl"	"miracles"	"Rev"	"C"	"10H"		0					"no"			"Noon Miracle 4: If this Miracle succeeds, target a Wanted Dude in play. Until after Nightfall, lower the Dude's Influence to 0."
"Fourth Bowl"	"miracles"	"Rev"	"R2"	"7H"		0					"no"			"Unique Shootout Miracle 11: If this Miracle succeeds, ace an opposing Dude, then discard this card."
"Sixth Bowl"	"miracles"	"Rev"	"R2"	"2H"		0					"no"			"Noon Miracle X: Boot this Blessed. Target a Terror in your Play hand. Reveal the Terror to the other players. X is the Terror's ghost rock cost. If this Miracle succeeds, bring the Terror into play at this Blessed's location without ghost rock cost."
"Confusion"	"miracles"	"RoS"	"R"	"6H"		0					"no"			"Shootout Miracle X: Target an opposing Dude. X is the Dude's value plus Bullet rating. If this Miracle succeeds, the Dude joins your posse and you gain control of the Dude until the shootout ends."
"Locust Swarm"	"miracles"	"RoS"	"C"	"5H"		0					"no"			"Noon Miracle 7: If this Miracle succeeds, all Dudes at this location except this Blessed go home without booting."
"Snow In July"	"miracles"	"RoS"	"R"	"4H"		0					"no"			"Noon Miracle 8: Boot this Blessed. If this Miracle succeeds, then until the end of the turn, a Dude moving from a home to an adjacent location of from Town Square to an adjacent location must boot."
"Fire And Brimstone"	"miracles"	"RoS"	"U"	"QH"		0					"no"			"Noon Miracle 6: If this Miracle succeeds, boot a Wanted Ddue at this or an adjacent location. If this Miracle does not succeed, discard it. This Blessed can perform this Miracle any number of times per turn."
"Welcome To Hell"	"miracles"	"RoS"	"R"	"JH"		0					"no"			"Noon Miracle 7: If this Miracle succeeds, target a Wanted Dude in play. Move this Blessed to the Dude's location. The Blessed calls out the Dude to an unrefusable shootout. If the Dude is aced during the shootout, gain 1 Victory Point."
"Light Of The Lord"	"miracles"	"RoS"	"C"	"KH"		0					"no"			"Noon Miracle 5: If this Miracle succeeds, lower one of your Dudes' Upkeep costs to 0 until after Nightfall next turn."
"Sweetrock Mining Co."	"outfits"	3	"D"				3	0	0		"no"	20	"sweetrock"	"You cannot put into play or take control of a Dude from another Outfit if you already control a non-Sweetrock, non-Drifter Dude. You have one additional Control Point for each strike that you control that produces more than 5 ghost rock per turn. When playing lowball during the gambling phase, you draw and discard an additional card."
"Whateley Family Estate"	"outfits"	4	"D"				3	0	0		"no"	17	"whateleys"	"Noon: Boot one of your Hucksters who is at a location where a dude was aced this turn. Your dude's Huckster skill is permanently increased by one."
"The Sioux Union"	"outfits"	5	"D"				3	0	0		"no"	18	"sioux union"	"Reaction: Instead of receiving your home's production during upkeep, you may get any one Spirit or Sioux dude from your deck, show it to your opponents, and put it in your hand."
"The Maze Rats"	"outfits"	6	"D"				4	0	0		"no"	16	"maze rats"	"Your dudes may consider all strikes to be adjacent to your home.Noon: Boot one or more of your dudes at a strike you control. If the combined Bullet Rating of the dudes is higher than the production of the strike, you are considered the owner of the deed until the end of the game."
"The Texas Rangers"	"outfits"	7	"D"				3	0	0		"no"	19	"texas rangers"	"Noon: Boot one of your dudes to call out a Terror in the same or an adjacent location.Reaction: Boot when one of your dudes is moving (or joining a posse) to a location to which he or she is not allowed to move, to make the move legal."
"The Agency"	"outfits"	8	"D"				4	0	0		"no"	17	"the agency"	"You get one Victory Point after nightfall every time one of your dudes aces a Terror in a shootout if the Terror has a value of seven or more and ends the turn in Boot Hill."
"The Flock"	"outfits"	9	"D"				2	0	0		"no"	19	"the flock"	"Any strikes with Control Points are worth one extra Control Point while you control them."
"Collegium"	"outfits"	"1&2"	"D"				3	0	0		"no"	17	"collegium"	"You have one additional Control Point for every Gadget in play with Gadget Difficulty higher than four."
"Law Dogs"	"outfits"	"1&2"	"D"				3	0	0		"no"	19	"law dogs"	"You get one Victory Point every time you put a Wanted dude into Jail. You get one Victory Point every time you ace a Wanted dude who has more than one Influence."
"Blackjacks"	"outfits"	"1&2"	"D"				2	0	0		"no"	19	"blackjacks"	"Noon: Boot one of your Blackjacks dudes to gain 2 ghost rock. The dude becomes Wanted. This action can be performed any number of times per turn."
"Sweetrock, Gomorra Ltd. Rail Line"	"outfits"	"Ash"	"F"				3				"no"	22	"sweetrock"	"All Deeds you put into play have their ghost rock cost reduced by 2. All your Deeds enter play booted. Noon: Target and ace an unbooted Deed you own and control. Gain ghost rock equal to the Deed's printed cost."
"Texas Rangers, Dixie Rails"	"outfits"	"Ash"	"F"				3				"no"	19	"texas rangers"	"All your Harrowed Dudes have their ghost rock cost and Upkeep cost reduced by 2."
"The Agency, Union Blue"	"outfits"	"Ash"	"F"				3				"no"	20	"the agency"	"You may not put Harrowed Dudes into play. When you ace a Harrowed Dude with an action or in a shootout, the Dude does not perform a Harrowed pull. Noon: Pay ghost rock equal to the difficulty of a Gadget Goods in your Play hand, and attach it to a Dude in your home. No skill check is required."
"Lost Angels"	"outfits"	"E4E"	"F"				3				"no"	19	"lost angels"	"Your Mystical Goods have their ghost rock cost reduced by 2. Reaction: Boot one of your Dudes immediately before a skill check for a Spell is made. The Spell automatically fails."
"Blackjacks, Rachel's Gang"	"outfits"	"E4E"	"F"				4				"no"	17	"blackjacks"	"Noon: Boot this Outfit and pay 2 ghost rock to get a Job Action card from your deck, show it to the other players, and add it to your Play hand. Discard a card from your Play hand and shuffle your deck."
"Sioux, Spirit Warriors"	"outfits"	"E4E"	"F"				3				"no"	18	"sioux union"	"Dudes you ace in a shootout are removed from play - no Harrowed pulls are made and card effects cannot be used to prevent the Dude being aced. No other copies of those Dudes may enter play for the rest of the game."
"Western Corporate Office - Sweetrock"	"outfits"	"MoH"	"F"				1	0	0		"no"		"sweetrock"	"After revealing your starting posse, you may pay for and put into play one non-Control-Point Strike. Your opponents' Dudes cannot move to that Strike without a card effect. All of your Dudes have a +1 Bullet bonus while at a Strike you own.Starting GR: 24"
